,comment_text,severe_toxic
31232,"""

You are too forward; you came onto me too hard. Therefore, Fuck You.

                      /""""\
                    |\./|
                    |   |
                    |   |
                    |>~<|
                    |   |
                 /'\|   |/'\..
             /~\|   |   |   | \
            |   =[@]=   |   |  \
            |   |   |   |   |   \
            | ~   ~   ~   ~ |`   )
            |                   /
             \                 /
              \               /
               \    _____    /
                |//''`\|
                | (( +==)) |
                |\_|_//|

129.130.99.132  """,1
73ddc294ca13d508,""" 

 ::If it wasn't all that important for some people to use the word """"indigenous"""", we wouldn't be fighting over its explicit inclusion, right?  In summary, the pot just said to the kettle...are you black?  """,0
298a74b4dca00313,:Am moving to the correct article tile and putting redirect from here.,0
155336,"fucking nigger 

Shut up your dirty nigga face. A im a mighty White Aryan Lord and you are my slave. Only Odin is over me.",1
52373,"FUCK YOU ALL! 

GO TO HELL!",1
66715,"Trouted 

You have been trouted for: FUCK YOU!!!",1
119427,"""
Though I'm not sure about the claim that transgender men are not """"real"""" men (perhaps not biologically), I do find it somewhat strange that we're including unknown men on the basis of their being transgendered, and at the exclusion of some of the most influential and famous male figures in history (e.g. Jesus, Mohammad, Buddha, Hitler, Caesar). What are the priorities here? To prove how liberal and progressive wikipedia is?   """,0
118672,"""

MarshalN20 response
Dear AGK, thank you very much for the note you left on my talk page. I am currently busy with work & studies to provide a thorough response, so I will provide a quick list:
Lecen submitted the RfM yesterday (from my side of the world). About a day has passed, and yet the user has been frantically badgering people with demands of action (, , , and ). His distraught actions hold no more common sense than a squirrel looking for a nut.
Lecen incorrectly claims that I am a user """"involved"""" in the dispute. My only contributions to the article include a copy-edit of the lead () and a reversion of Lecen's vandalism ().
The dispute itself is between Lecen and Cambalachero. I am a third party to the dispute. Lecen claims that I am not a third party because I am in favor of Cambalachero's point of view.
The people in the Dispute Resolution Noticeboard were mostly (if not all) against Lecen. He conveniently tries to ignore these things, but I think it would be good to make a list of them here:
Go Phightins (Mediator, ): """"I advocated your position [MarshalN20] and refuted his [Lecen], for the most part, in the DRN.""""
Amadscientist (commentator, ): """"[M]y intitial concern is balance by Lecen. The editor seems to have more than a less than disinterested POV on the subject and it does certainly show in the editors remarks, posts and requests. The first source I found is also the first source prsented in the Third Opinion and appears terribly cherry picked.""""
Binksternet (commentator, ): """"Use WP:ATTRIBUTEPOV to name those who say Rosas was a dictator, and to name those who say he was something else. I don't think it is fruitful to demand that historians be found who say directly 'Rosas was not a dictator'.""""
Wdford (commentator, ): """"It seems to me just from this thread that a number of sources do not regard Rosas as a dictator. On that basis alone, I feel we should have a statement that """"some see him as a dictator and others as something else"""". [...] I would recommend that we therefore mention that both opinions exist re Rosas, and hopefully the article contains enough background as to let the reader understand both perspectives in his original historical context.""""
Based on all this points, I see no need for any further mediation. Plenty of third opinions have already been provided (including my own) to the dispute between between Lecen and Cambalachero. Lecen asked for third opinions, he got them, and yet continues to game the system looking for someone to agree with him. I kindly request you, AGK, to please stop Lecen from WP:GAMING the system. Regards. | Talk """,0
35183,FUCK OFF YOUR PIECE OF SHIT JEW,1
86527,Fuck off you anti-bulgarian turkic whores!!! А на тебе джингибинги да ти еба путката майна лайно нещастно!!!,1
26407,"""

 Sciurognathi 

According to ITIS  """"Sciurognathi"""" is a junior synonym of Sciuromorpha Brandt 1855. I see however that """"Sciurognathi"""" it is used in Mammal Species of the World. Can you comment? Gdr 18:21:08, 2005-08-12 (UTC)""",0
b401460845213d98,"Wow. My talk page! Eat it fuckers.  
 wikipedia sucks! dick!!! ya beyotch!",1
155851,"That is interesting, I had kind of wondered about that myself. Quest for Glory IV has a few lines about the fall climate, and the Burgomeister remarks that the days are growing shorter and Winter is approaching. The first two games fit the connection well also, although the tie-ins to different cultures is even more obvious in terms of the game settings. I'd look for some interviews by the creators or some primary sources on that one, there are a lot of interviews online and the Coles themselves are still around luckily.",0
50622,"""
status and data
What about the words status and data?  I pronounce status as """"stay-tuhs"""" with stress on the first cilible with a long a sound.  My friend from Texas however pronounces it as """"stah-tuhs"""" with stress on the first cilible with a short a sound.  I also know various people who say """"Dah-tuhs"""" (like dadda) instead of data (first cilible like day).  or even words such as Pedophile?  Those shuold be mentioned.  199.101.61.190  """,0
63836,"fuck you jeremy!  

Hey Jermey A,
I just thought I'd mention that you should pursue getting a real job, you piece of dog shit.
Furthermore, fuck you. In addition to that, I think you MAY be homosexual (citation not needed), because the grapevine has shed light on your impotence issues around women. That, or you need to stop dating fat women.
Also, fuck you, cunt, you kike ass nigger pussy. You're a fucking deadbeat loser, eat my shit and rot. You need to understand what wikipedia means to me. Nothing. By nothing I mean I'd rather be penetrated by razor sharp dildos, into my sphincter, before ever giving a shit what you do. Suck my cock you white pow wow nigger knife kike, AND AND AND eat my shit. Seriously. I mean this for real. EAT it. Meaning, stick the lumps of excetement escaping from my rectum and consume them, let the shit slide down your throat. Then, and ONLY then, may you disgrace yourself by giving me the shitty head you're really unqualified to give.
Dog Fucker.",1
112094,"Oh fuck you, you partisan asshole. You never step forward unless it's someone on the opposite side from you doing it. You sit there silently while people defending Moore and bashing everything that's not a Leftist view snark, sneer, and throw around off-topic bullshit and insults, and then as soon as someone who's NOT on your side responds in kind, suddenly it's warnings and quoting NPA and all that crap. You're a pathetic, useless excuse for a moderator, and I spit in your worthless, virtual face. You can ban me if you like, but all it will do is prove the partisanship and hypocrisy of the wikipedia administration staff. Dickhead. -",1
58787,"Fuck, Shit, Damn, Cock, Pissant, Motherfucker, and horse dick.",1
131821,"""
Someone only just changed that. It's 1970 according to the book Rage Against the Machine. ~  (✉✍) """,0
120659,"No that is not the objection. Nor is that comment a serious attempt to understand the objection. Fringe theories don't apply to interpretations of a belief about whether an historical event really happened. There is no scientific consensus that all Holocaust denial is anti-Semitic. As others have said, it can be merely uninformed.",0
22025,"Get a life you animal fucker
Shut up you fucking nigger. Fuck off and shit your pants full of all the shit you can fill them with. 144.131.176.126",1
138330,Oh of fuck you asshole die im going to kill you  96.244.254.20,1
8ebe607a42a87a5c,""" 

 == Move to Kevin Owens (basketballer) == 

 This is my explanation for the move.  
 *Looking at the length and detail of this article, he doesn't seem to have done much. 
 *He's American, but failed to find work in the National Basketball Association. Instead, he found work all over the world, but in obviously smaller national leagues compared to the NBA. 
 *Let's see the page views -> 104 times in Dec '07. 142 times in Dec '08. 434 times in Dec '09. 244 times in Dec '10. 192 times in Dec '11. 192 times in Dec '12. 183 times in Dec '13. 
 *It was reported on 29 October 2014 that Kevin Steen would be gaining the new ring name of Kevin Owens. This was confirmed on 20 November 2014. Steen/Owens made his live debut on 11 December 2014. Steen/Owens was viewed 24558 times in Nov '14 and 60931 times in Dec '14. He is the WP:PRIMARYTOPIC.  '''''' """,0
20620,"You are an obsessive religious and nationalistic fanatic that vandalises the article on Nicosia constantly. I have not even mentioned the word Greek claim and I have respected your monuments, that are not even yours and are Frankisg Greek or Gothic and you present those twisting historical facts as Turkish. That did not suffice. People like you should not be allowed to present encyclopedic material as you are clearly unable to be unbiased.",0
105251,"You are using an ad hominem fallacy 

Judge the content, not the contributor.
222.154.232.126",0
18282,"Go to Hell, fatso 

Hey, Dickwad! If you ignore me, I'll poke a hole in you and release all the fat! I WILL NOT hesitate to roast you in an oven like the little piggy you are! Unblock everyone you've blocked or suffer the consequences!!!",1
17ee7ab17e057001,""" 

  
 Someone can still view """"nudity and violence"""" through Windows Phone 7`s web browser. Microsoft has not banned that kind of content from the operating system itself. Its not like their banning people from syncing pictures/videos from their PCs to their phones, people can still do that. This kind of content is only blocked from anything coming out of the Windows Phone Marketplace app store. Therefore, this has more to do with the Windows Phone Marketplace than Windows Phone 7 as an operating system, because the restrictions are not actually built into the OS. '''''' 11 June 2010""",0
133957,"Fuck off. I will continue to edit small things as I see them. You fucking wikinazis are why Wikipedia's editing community is falling to pieces. 
60.226.138.94",1
48243,"GA review for evolutionary history of life 

regarding citation it would be good if you specify the statements which needs to be fixed. it is impossible to cite source for each and every statement. also, the article is written in the summary style. one more thing, i won't be much active uptil 10th october 2007. thaats is why pls. don't fail the article. thanks, �",0
389a565669a2b3ac,""" 

 == Re:  == 

 So it's automatically unreliable if an unreliable source is involved at any point?    """,0
123544,You're just harassing me and beign a troll. Go molest some children or something and leave me alone!,0
54147,"No thanks faggot, I'm fine right here. But you might try going to hell. You don't like to suck other people's penises? Yeah, I had to be specific for you, since you're so motherfucking retarded. I guess you're not a homosexual after all?? Wow....never would've thought.",1
b4748235c9c3b07b,"== You know... == 

 ...for the longest time I read that fellow on AN/I's name as Bowel Hung...",0
81383,"Rename 
(ec) I've renamed the article to reflect that it's not just about the hacking incident. There was an effort to split off the controversy over the e-mails, but as that hasn't been done this title better reflects the broader scope of the article and its contents which covers not only the hacking but the controversy over the e-mails. This seems the best approach to have neautral wording and an appropriate title that encompasses all apsects of the events and their ramifications.",0
67873,FUCK U DENNIS BURN IN HELL YOU SON OF A BITCH I WILL HURT U,1
25878,Go fuck yourself this ain't any of your business and i fucking know what tor is. Asshole.,1
118722,"""

Let me recap your position, Monsieur Rubenstein.  Let us suppose that the Hula-hoop manufacturing company had a low level employee on the shop floor who was found to be an anti-Semite.  They fired him after being pressured by the Anti-Defamation League.  It made the local papers.  According to your position, this should be mentioned, and discussed in detail in the article on the Hula-hoop manufacturing company because """"noone should think of anti-semitism as a tangential issue""""?  How about the Jello-Gelatin company?""",0
50602,"""
====
see: A mystical view of the resurrection of the dead within Judaism see Resurection of the dead is already happening. An insight into the inner meaning of the Resurrection of the dead based on the teachings of Rabbi Menachem Mendel Schneerson [Lubavitcher Rebbe http://www.torah.5u.com/rebbe.html] King [Moshiach http://www.torah.5u.com/moshiach.html] Shlit""""a
 """,0
69282d27ba88e164,":Hmmm, the similarities still seem to be striking, the languages don't appear as more different than, let's say, Serbian and Croatian.",0
b827f8c40f3b50b6,"Straw Poll Closed the poll for which of 4 ways to insert material turned unexpectedly contentious 
 and off-track.  It has reached the week or so that I stated at top.  But it is not trending towards consensus nor discussion of the topic given so perWikipedia:Straw_polls#Straw_poll_survey_guidelines CLOSED",0
55829,I am in favor of deleting this section on the grounds that it really isn't all that useful in this scientific article especially the way it currently is. It may be long standing but that doesn't mean its right to be here.,0
128032,"""

 eMac 

Thanks for the note, should be all updated now.   Esc """,0
46719,'''FUCK YOU Ckatz you are german Cock sucker and FUCKER MOTHER FUCKER,1
128988,"Heil Hitler
White Power
God Is A Bitch
Pussy=Tasty",1
68670,"Although I think EP could have acted a bit better on the case, simply saying I won't use the tools on articles I have edited can be a little hard when you have a lot of edits like EP and Myself. With over 100, 000 edits across several thousand articles, many of which are FA and or in the public eye, that could be very hard. As other users have suggested I also agree that this user should do everything in their power to keep out of Arbcom. Some comments have been made that its not that bad but the Arbcom's mission, whether I agree with the end results of cases or not, does not grant them the requirement of being benevolent to editors so if the case is accepted its just going to force a negative outcome on the user and likely ruin their attitude for editing. Which would be a sincere shame IMO. 
@EP, I know that you have been an admin for quite a while and have done a lot of good that many just aren't seeing at the moment, but I hope that no matter what the outcome you continue editing. I recently attempted RFA myself for the 2nd time andn although I think I would make a fine admin, the community feels otherwise so I continue to edit. In the end, I enjoy editing and if the community doesn't want me to do more, to use my skills and to help out then that's fine, its really not that big of a deal, there's still lots to do.",0
31642,"Fuck Off 

Fuck Off i do what i want bitch",1
113729,"hello again
I am BACK WITH A VENGENCE!!!!!! alright, so will block me, thats expected, so with that note on mind, i begin my rant. 
My Rant
FUCK is an interesting word, and can be used in many ways. such as, FUCK YOU, Go Fuck yourself (no one else will) I FUCKED your mother, also who the FUCK do you think you are? do you think you are god? is that it? were you molested by your teacher as a child? i dont understand what would cause you to think your so fucking great. i raped all of your family members, and siblings, cousins, aunts and uncles. i also raped your mother (she liked it) and so you are nothing. ABSOLUTLY nothing, and you should terminate your existance A.S.A.P. (As Soon As Possible just letting you know, because you are FUCKING RETARTED!!!!!!!!!!!!!!!!!!!!) FUCK YOU, and go die. that is all.
ps
you fudge packing ass-monger, i have one last thing to say to you. DIE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!fucker i hope you rot in hell you son of a skank.",1
97846,Tyra [Juola] Szpara has been named one of the best teachers in the United States.  She teachs at Holt Junior High School in Holt Michigan.,0
3c1126244df70503,"== Carnage Middle School Revert ( u duche) == 

 dude i didn't vandilze the god damn article i was telling people of genral interest what goes on under the roof of the school 
 ( duche) also 4BL is a sucessful underground rap group that is making it's way to the top ( duche) so go suck it ya fucking duche. you expect everyone to accept you and your nerd squad deleting their work it's the FREE encyclopedia you fucking retard 
 it's not like i wrote down lies you fucking dick-shit artard 

 people like you make websites gay you god damn fag you fucked with the all-american samoa bitch ass fag ass dick i'll hack you quicker than a snap you keep fucking around with my entries.",1
7745,"Fuck you. You come in, put it all back, then REMOVE the template, you're obviously another abusive jerk protecting that abusive jerk ChrisO so fuck you once more for good measure.",1
151764,"""
Was the NYT consistently used for years as Nazi propaganda? as was The Daily Mail under Rothermere? . Garibaldi Baconfat  """,0
118807,"Please don't change the format of dates, as you did to Toshinobu Kubota. As a general rule, if an article has evolved using predominantly one format, the dates should be left in the format they were originally written in, unless there are reasons for changing it based on strong national ties to the topic. Please also note that Wikipedia does not use ordinal suffixes (e.g., st, nd, th), articles, or leading zeros on dates.

For more information about how dates should be written on Wikipedia, please see this article.

If you have any questions about this, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Enjoy your time on Wikipedia. Thank you.",0
e2d31a6d7339a2b3,""" 

 ::Mucho grassy ass. I'm not usually a hunter, but somethin' really fishy is goin' on with this article. I don't do fish.   """,0
72438,"I guess so will you if you revert again, bitch.",1
105041,faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot f,1
34742,"Hello b.i.t.c.h 
Hello little s.l.u.t. Do you always s.u.c.k Israeli c.o.c.k.s so good to keep them happy? You dirty w.h.o.r.e.",1
38748,"Buck Winston  

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Motherfucker

Ugh",1
110381,"Apologise David, I stopped by to let you know - I'd assumed you'd seen the post on the arb case proposed decision talk, or village pump. Regards",0
8ff336d294f33c49,"== SHIT == 

 I ALWAYSE FUCKIN HATED THIS GOD DAM IT SHIT WEBSITE!!! GOD FUCK IT TO HELL!",1
107065,"Until you have an attitude like this, you will never be a part of Europe, but will always belong to the Balkans. Adio.",0
14762,Nonsense. Calzaghe is Undisputed & Linear Champion. Xman52 should be banned again. Fucking idiot.,0
74790,Wow. This bot does not seem to be very smart if there's already a huge description on the pic. Look at it!,0
63704,"""

 Anna Ohura 

""""T157cm B100(I) W58 H88"""" I have no clue what the T is. However, B 100 means she has a 39 inch bustline, and if the I works the same as western measurements, means that her cup size is 9 cm more than that (a D cup is 4 inches over the line under the bust), which is equivalent to, well, a D cup. So a Japanese 100I = an American 38D, give or take. But the 157 is definitely not her circumference at the breasts. I have no clue what the T is.  """,0
63c1e467da9ed7cc,ahem. Exactly.,0
30632,"Hi Motherfucker Zhanzhao, are you a slant-eyed chink or a blackie indian or both? 

Says the above. Answer my question, Fucker. 218.186.12.250",1
23003,fuckin crikey fuck off ya fuckin bloke. Crikey.,1
2025,"OK, apologies. 70.181.148.148",0
b0f75f299ee2ef96,"U'ved been trolled again... lol 
   ____________________ 
  / 
      **               ** 
      **               ** 
                ||             / 
    \_______________/",0
64910,"Pop ups
Hello, Academic!
Can you pls help me? I´d like to work with pop ups. How can I have them inserted?
Thank you,
 yes?",0
113229,takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.  takes it up the arse.,1
10977,"Mario Party 8
I don't know how to quantify your recent edit on the MP8 talk page. A) you shouldn't be editing other people's comments on the talk page, but there's this exception that people aren't supposed to be talking about things unrelated to the article, so it would be okay but B) you removed comments to a question you asked yourself that was inappropriate. So either the whole thread should go, or it should stay. Care to justify your actions?",0
b385b56c913faa8f,":P.S. The blocking admin (Master of Puppets) has now removed the user's right to edit the page, so you shouldn't be getting any more trouble ) -",0
75389,"P.S Im a fucking cunt rag and enjoy the taste of a nice warm pile of shit every morning. I have a huge stick up my ass so thats why i am blocking you for ten days, because i am sad that you actually have a life, god im a fucking spare",1
38463,"""YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK",1
84324,"you're a cunt
go die in a fire kthx <3",1
84577,"Poision Ivy 

You got poison ivy on your penis mother fuycker, biatch!!!!",1
118928,You god damn son of a bitch you fucking blocked me again.  You block me one more time and I’ll rape you and your fucking mom. We’re hicks here and ill run your ass over with a tractor and then shove it up your ass just the way you like it you gay son of a bitch. Thanks for your time ASSHOLE!,1
68526,"""

Please stop. If you continue to vandalize pages, as you did to American green tree frog, you will be blocked from editing Wikipedia.    | Talk  """,0
109407,FUCK YOU! GO SUCK COCK YOU FUCKING COCK SUCKERS!,1
150114,hey made a fuck up you poofda FUCKEN dog!,1
99563,Thanks for catching my errors,0
d46bd7fb022255ee,"== Code 19 + naming == 

 I think this should be put into a separate article otherwise it is going to start dwarfing this article which is related by some Qur'an alone members but not by others. 

 Also, I think the title should be Qur'an alone probably, or Quran alone at least, it's not a proper name it's just the name of a concept.",0
2945,Hey I'm just tellin' like it is you ugly as fuck butt fugly muthafucka!,1
31419,"and Divinity. They are seeking the Light! Anyway, thank you for the help. t/c  31 May 2006 (UTC)",0
31261,I stand corrected.  I had to watch the movie once again.  Thats what I get for asking the other four people in the office with me -)   20 March 2006,0
152310,"""

Wrong again.  So far you have only based your claim on a web site.  Iranica does NOT say that Aryanem Vaejo is in Afghanistan, nor does Iranica say that any part of Afghanistan has ever been called Ariana.  If it does, paste the EXACT quote here WITH A LINK to that article.  The association of Afghanistan and """"Ariana"""" for the FIRST TIME IN HISTORY appeared after World War II and this includes the name for their airlines """"Ariana Airlines"""".  You seem to be of the mindset that no matter what, nobody should change what you put in the articles. This is indicative of poor upbringing by your parents. Your parents have produced a foolish Mr. Know It All who is not smart enough to distinguish between the real world and the our-son-is-never-wrong environment of his mommy's house.  This is stupid.  I have offered plenty of serious and verifiable examples that shows what you are forcefully injecting in this article is wrong,  but it seems that you are only interested in a stupid and stubborn childish game of just winning an argument at any cost, no matter what the truth is. Tell me which of the following points is wrong:
1- No reputable scholar has ever claimed that Aryanem Vajo is in Afghanistan.  

2- One scholar, the late Professor Bahram Farahvashi, who dedicated his life to Iranian studies and has several respectable publications, including his award winning Dictionary of Pahlavi Language, has a book by the title of """"Iran Vij"""" which is precisely about Aryanem Vaejo which Zereshk claims to be Afghanistan. According to this book, as well as other scholars, Aryanem Vaejo is next to the Caspian Sea.  Farahvashi also mentions the names of the scholars who think (and gives their reasons as to why they think) that Aryanem Vaejo is next to the Aral Sea.  In no case anybody has suggested it is in Afghanistan.

3- In at least three of the Achaemenids inscriptions (by Darius I and his son Xerxes) where they mention the word Arya  (that is, the Old Persian word Arya) in the SAME INSCRIPTION they also mention Haraiva (modern day Herat which was recorded as """"Aria"""" in Greek texts) as one of the provices under their rule.  The two words are DISTINCLY DIFFERENT words with different spellings.  Only due to the Greek rendering of Haraiva as Aria this confusion exists today (and even then, it surfaces after World War II, because someone found a way to associate Afghanistan with """"Aryan"""" and others picked it up.)

4- Unlike what Zereshk claims, Encyclopedia Iranica DOES NOT say that Afghanistan is the same as Aryanem Vaejo nor does it anywhere say that Afghanistan has EVER been called """"Ariana"""".

5- Show me one authentic source from BEFORE WORLD WAR II, that shows any part of Afghanistan has ever been called """"Ariana"""" or """"Aryana"""".  Just one source would be enough, but it has to be an authentic and academically acceptable source, such a book from antiquity or the like, and NOT afghani web sites from the 21st century.  By repeating that the """"official afghanis website says so"""" you only show how weak your argument is.

5- Last but not least, in your revert message you offered the reason [this is] """"the OFFICIAL POSITION of The Islamic Republic of Afghanistan""""  well, that is not good enough.  Wikipedia is an encyclopedia not the official website of Afghanistan.  What """"the OFFICIAL POSITION of The Islamic Republic of Afghanistan"""" is irrelevant here.  We are interested in correct information.  """,0
38438,"WP:LOTD 

It has already been scheduled at Wikipedia:List of the day/June 2008. (t/c//WP:CHICAGO/WP:LOTM)",0
120946,he touched me in a naughty place,0
