,comment_text,identity_hate
7f4a470c0b798aa8,|authorlink=Ted Polhemus |year= 1998,0
64247,Personal attacks?...???.. where? when? I think that things got uncivil when you started hurling threats at me,0
77602,I didn't want to vandalise the 1961 F-84 Thunderstreak incident. Have you understood dirty fucking jew.37.99.254.141,1
148530,"""

Support for that any many more similar statements is ALL OVER the Iranian media, including the ones who are not in line with Ahmadinejad from a political or ideological point of view.  Playing the retarded trick of """"bring me a verifiable quote"""" for every sentence that you don't like or don't want, and even when a quote is provided, deleting it for lame excuses makes you look like, god forbid, a Jew.  Are you a dirty Jew by any chance?   """,1
71010,"yo will i am sorry 

will i would like to apologiz...i have been actin like a stragiht nigga who is buggin and that aint right....uz a mad down nigga doin around helpin ohter niggas like me..and other pages so bitch ass kids can fckin get they reports down quicker...i didnt mean no offence to u nawmean? will i just want to put this shit behind and be friends...i wanna be real with a nigga and no mroe bull....but on some real shit u cant be goin around deleted niggas pages...nawmean? but yo will u jus keep doing ya thang and keep it real dawg",1
5143e99fd752abb2,what the hell i havent vandalisesd any thing you retard wat are yu on???//////,0
5c41b04be96568a8,:::: There is an error in your monobook.js that causes JavaScript to stop before reaching the wikEd installation. It's probably a recent change of the html source code of the pages that crashes Interiot's javascript edit counter. I would suggest to remove or update that program. You can check the Error console under Tools for such errors.,0
155808,"you're gay  

you're the biggest drama-queen i've yet come across on this wp freak-show.",1
c693103906d0ac80,":That ip has a looooong history of vandalism, the last six month block obviously didn't cut it. I was actually just thinking of proposing some changes in the blocking policy, as I believe it does not jive with current practice. Thanks for noticing, praise is a rare commodity around here sometimes!",0
7e5144543f7d345b,""" 

 == Leontovych == 

 Hey, I've significantly expanded the article on Mykola Leontovych over the past few months. Thought (maybe more of """"hoped"""") you might be interested in expanding, correcting it, or editing in general to help bring it to good, or even featured status. -)'''' """,0
19207,"Okay, I went there and wrote down again the objections that I had already written down here. I will try to give a more extensive reason for them later.",0
33690,"Links in road names 

I think we need to start a Wiki project on how it is acceptable to link a road's name. I say:

Notable roads with Wikipedia articles (e.g. Peachtree Street) can be linked to themselves.

Most roads, however, I don't think are eligible for Wikipedia articles, and thus I say they should be linked only if they are named from something that deserves an article. Any comments??",0
48105,"intervei CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE",1
39615,"Terminology section 

I removed this section and restored trigonometric functions. It became clear by now that both sinusoids and cosinusoids are being computed, so there is no reason to mention just sinusoids while entirely omitting cosinusoids, see, as Dicklyon suggested we adopt.",0
88069,"There has been whole news reports written about the massive and extremely dangerous fuck ups of both the mainstream media and social media regarding their reporting of this event. It would be insanse for this article to simply pretend they never happened, not least on the patently false claim that such things are just a part of the ordinary standard of reportage generally (seriously?).",0
147736,"Deaf culture is full of a bunch of jerks 
Who want to ruin the lives of children by assuring that they have a disability. A lesbian couple wanted to make sure their donor was deaf, just to be absolutely sure that their child would have a disability. That is creepy. Deafness is not a culture, it is a disability that causes big disadvantages. It relates more to blindness, than being black or asian. Only a really stupid person wouldn't see that. This article should make that clear, and not pretend that it is a culture. 209.86.226.57",1
124778,"""

Virtually Incomprehensible

""""Although as everyone knows, the therapeutic and hygienic practices of the Roman public bath slowly lost ground to the social and gatherings of ill repute as the Roman morality went on the decline in the later years.""""""",0
114073,"""

 Cultural depictions of George Byron, 6th Baron Byron 

I've started an approach that may apply to Wikipedia's Core Biography articles: creating a branching list page based on in popular culture information.  I started that last year while I raised Joan of Arc to featured article when I created Cultural depictions of Joan of Arc, which has become a featured list.  Recently I also created Cultural depictions of Alexander the Great out of material that had been deleted from the biography article.  Since cultural references sometimes get deleted without discussion, I'd like to suggest this as a model for the editors here.  Regards, '''''' """,0
945967b8f4d04059,::I'm going to have to put off development on this article for a short time as I have a project which I've been neglecting for quite a few weeks now and that really needs to get finished.,0
78745,"""

 Congratulation & my appreciation for your Efforts to create the list of Notable Blogs

This is a great effort by the Author of the """" List of Blogs """" who create the list of notable blogs.

However the guideline of notability is still - not as per wikipedia policy - I severally suffered from this and the great thing is that you can not contest the deletion n if you try to do that there are several other come in a minutes. Now notability is the subject of some admins self created mind made policy, which they apply any where to delete put notices, reverting or do any thing which they want.

The list of creating notable blogs are really a good efforts and I request all admins let this page be on wikipedia & co-operate with this author with positive mind so the people can take good references and create knowledgeable , fair articles with the help of sources.

  priyadarshivishal23""",0
56037,"You are a fagget I bet you molest little boys you faggot. I hope you die in a terrible car crash today tou fucking faggot. Yes, right now I am hoping you did in a fucking car crash - today. Watch out muther fagget.",1
16219,"Warning 

Please stop. If you continue being a Jackass, you will be blocked from editing Wikipedia.",0
81e77d002b602b52,You know what else? Your stupid Taiwanese brothers are worse. Japanese collaborators who still suck up to those Wokou just to feel proud. That is what makes up your race.,1
7962fca9a22279ed,: Done Removed the only # seen,0
6713efa1ccde9863,That is so stupid of Ted that he ditched her and was still cheating! that's so gay...,1
5597ab1ac26e1d5c,"== Why did you delete my article? == 

 Your a fucking faggot for doing that. Actually, Wikipedia already has an article called Cannabis Corpse. Your a fucking retard. Put it back up.",1
69616,"Everyone needs to be reasonable and proceed in the development of the article in a constructive way. Here is the only article I found so far:

http://www.perfectpeople.net/biography/6411/chris-joannou.htm",0
859653a1f16cf7fa,"Don't worry, I won't bother reverting your nationalist ass; at least as far as PEACOCK is concerned.",0
108453,PENIS VAGINA YOU SUCK FAGGOT ASSHOLES AT WIKIPEDIA,1
29408,try and save it from going down the toilet,0
36116,""": Well... to answer your question, I was going to look the answer up """"online"""" - that is to say, on the """"net"""" - I mean of course the """"Internet"""" - sometimes referred to as the """"Information Superhighway"""" - y'know, on the """"World Wide Web"""", which we usually call the """"Web""""...  To be less tongue-in-cheek, it's pretty common to have several terms to refer to a thing.  Moreso when the thing is important, and even moreso when the most exact name is proscribed, or even just in polite company requires euphemisms to avoid profanity.  

""",0
87029,is tat a banana in your packet or are you just happy to see me?,0
120546,"An agreement would be only if the original editor which was Zereshk would agree someone to change his edits, which he never did, thus it never were any agreement, and his clmains were pure lies, and therefore his constant reverting is vandalism, but i am not here to decide that, the administrator which takes care of the reports does. PS as hardly read the profanities of vandalizers, this time is no different, all i had to do is see moshes name under the comment to look away. Moshe again please try to be civil and cooperative, we mean you no harm, and certainly do not hate you ).",0
123129,"""Ok i just noticed someone added
In James 1:8 the Bible states that """"A double minded man is unstable in all his ways.""""
What does that even mean? not that it's wrong to be there. I'd just like an explanation. might as well use 6 and 7

James 1:6 But let him ask in faith, without any doubting, for he who doubts is like a wave of the sea, driven by the wind and tossed.

James 1:7 For let that man not think that he will receive anything from the Lord.

James 1:8 He is a double-minded man, unstable in all his ways.

or the whole 10 lines

1 James, a servant of God and of the Lord Jesus Christ, to the twelve tribes which are in the Dispersion: Greetings. 2 Count it all joy, my brothers, when you fall into various temptations, 3 knowing that the testing of your faith produces endurance. 4 Let endurance have its perfect work, that you may be perfect and complete, lacking in nothing. 5 But if any of you lacks wisdom, let him ask of God, who gives to all liberally and without reproach; and it will be given to him. 6 But let him ask in faith, without any doubting, for he who doubts is like a wave of the sea, driven by the wind and tossed. 7 For let that man not think that he will receive anything from the Lord. 8 He is a double-minded man, unstable in all his ways. 9 But let the brother in humble circumstances glory in his high position; 10 and the rich, in that he is made humble, because like the flower in the grass, he will pass away.

So.. it looks like double-minded in 1-8 is refering to faith and having no doubt in 1-6. But it doesn't say anything about knowing. Or is knowing without having doubt? Can you be without doubt and still say u don't know? that sounds possible """"i don't know but i don't doubt it""""

Is theism only refering to christianity? or does it not matter anyway if only christianity is right? i don't think that would be NPOV

By the way, isn't God supposed to be beyond our comprehension? and if so, how can u know what god is if it's god is beyond our comprehension? and agnosticism is probably used more to say about knowing if god exsists, but i guess knowing what is god is part of knowing ultimate reality. hmm..
 

""",0
23c4eecddc6b4803,WHITE POWER     I HATE NIGGERS   WHITE POWER FUCK THE NIGGERS,1
17dca117f485d04b,:Niggaz b niggaz b niggaz; why be difficult about this?,1
68463,"queer 

wow ur so fucking gay u should go die",1
149832,"I agree, as much as humanly possible, to avoid my role in the edit warring.  Candidly, your answer to my question was a bit fuzzy, but I get your point that what qualifies as a 'revert' (any number) or as edit warring is in the judgment of the beholder.  So yes, I agree to be extremely cautious about the gray line between good faith editing and reverts/edit warring.   Unfortunately with articles that involve a high degree of emotions, like those associated with gun politics, tempers rise, and Yaf in the past has called my good faith edits to be reverts, and when I try to take it to the talk page, then stonewalling the talk page.   I have tried WP:DR in the past with Yaf, and it failed.    Check my edit history, I believe you would agree that I have in the past and will continue in the future to exceedingly patient and   remained civil in difficult editing environments.",0
117185,"Anti-Russian movement in Central Asia 

For one years ago we established a network of a Central Asian youth party that is motivated to act against pig-like Russians. We won´t let your children alive in our countries till the last dirty slavic Russian leave our countries, from Caucasia to south Russia. Your sons and daughters you send to our countries will lose their heads. Kill one Caucasian and Central Asian and we will kill for every single individual exactly 32 Russians. Death to dirty slavic Russians!!! Germans kille you dirty slavic bastards and we will kill you dirty slavic bastards. You are born to serve non-slavics...not the other way round. Sieg, Heil Islam o Gorgon!",1
75241015c8feaad7,"== I call for extermination of all slavic degenerates == 

 this nation proved to be a cancer for Europe",1
1876,"YOUR ARE FUCKING GAY WAD!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 

I fucked your mum. OH WAIT YOUR GAY YOU DONT HAVE A MOM!!! HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA
LOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOL
CUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTI fucked your mum. OH WAIT YOUR GAY YOU DONT HAVE A MOM!!! HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA
LOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOL
CUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTI fucked your mum. OH WAIT YOUR GAY YOU DONT HAVE A MOM!!! HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA
LOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOL
CUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTI fucked your mum. OH WAIT YOUR GAY YOU DONT HAVE A MOM!!! HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA
LOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOL
CUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTI fucked your mum. OH WAIT YOUR GAY YOU DONT HAVE A MOM!!! HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA
LOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOL
CUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTI fucked your mum. OH WAIT YOUR GAY YOU DONT HAVE A MOM!!! HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA
LOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOL
CUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCU",1
38e4050abd5e2f5a,"In the List of Arcade Fire awards page, it says Funeral was nominated, not Neon Bible. I don't really know which is right, but it can't be both.",0
63653,CANT BLOCK ME NIGGA,1
85264,I feel bad for you.  No one deserves to be this stupid.,0
ddd50ab492666f2c,"== Gay ass motherfucker == 

 link title",1
8205,"""

 Giuliano Mignini Article 

Dear Slim Virgin, I know you were involved in the past with writing the article on Guiliano Mignini.

Just today a user  backed up by an adminstrator  who immediately locked the page have deleted an entire neutrally worded sourced section describing the role of Prosecutors in Italy from the article.

This makes no sense to me, and i was hoping we could get your eyes on the article and these actions if you have time.

Thank you so much, 109.145.67.105  """,0
33669,"OhnoitsJamie, you're a faggot. What do you think of that?",1
02a76f4f3bc60d6d,"::::That is your opinion - I am sure that the criticism article was separated from this one by people like you, more interested in sanitizing the article then informing the reader. The fact that you are now deleting material on Constitutional criticism in the subarticle, when this main article states specifically that there are such constitutional criticisms shows you bias. To your knowledge what are those criticisms? and if you don't know why are you parading your ignorance?  

 ::::Why are you calling James Madison crazy? and why was Thomas Jefferson crazy as well?",0
98549,"""

 Autopatrolled 

I did a complete rewrite of the page. Sourced it, of course. -) Although, I still am waiting for one to be whitelisted. — ( Talk  com  b:en  meta ) """,0
