,comment_text,threat
135174,"""
A tag has been placed on Hcore, requesting that it be speedily deleted from Wikipedia. This has been done for the following reason:

Non notable phrase

Under the criteria for speedy deletion, articles that do not meet  basic Wikipedia criteria may be deleted at any time. Please see the guidelines for what is generally accepted as an appropriate article, and if you can indicate why the subject of this article is appropriate, you may contest the tagging. To do this, add  on the top of the page and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm its subject's notability under the guidelines.

For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   Cheers,tLover () """,0
24046,"Yup, he should have acted better, i proposed peace between the two of us, but all to no avail, and i am boxingwear not grp, as explained why and how, will not repeat. Also he has administrators helping him do what he wants. Blanca carta.",0
7a5aa967e978d17a,""" 

  Please do not remove content from pages without explanation, as you did with this edit to Super Cr3w. If you continue to do so, you will be blocked from editing.    """,0
87043,- Do it and I will cut you,1
136287,"Do you know difference between similar and identical?
Isn't the same genre as I Am Rich app to sell something looking like app for a lot of money?",0
30145,i wanna get to know u... how can i become an administrator of wikipedia,0
577377eadb52e201,"""== Pull-ups == 
 I don't understand what is wrong with the links in Pull-up_(exercise)? All you tell me is """"no and no""""? I looked through the guidelines and it says that sites """"that fail to meet criteria for reliable sources yet still contain information about the subject of the article from knowledgeable sources"""". The article didn't contain the information I linked. what is wrong with that? 

 I also explained on the talk page and you didn't answer there. Why do you do this?  — Preceding unsigned comment added by     
 : Read the blurb at the top of the page. It's there so I don't have to explain WP:EL ten times a day.    

 == What do you mean? == 

 Uh, I'm not understanding what you said to me, what was the problem with the 1996 arrest on Charlie Sheen's page? I found and/or searched to find these sources, so just write me back to make things clear. Thanks.   
 : Lawyer blogs clearly do not meet WP:Reliable sources policies.  Read the policy link, please.    

 ==Request Unblock== 
 Hello 
 please could you unblock the user purpler0ckofficialas i really want the account back, i have understood what i did wrong and it was right to block me but please could yo unblock it. i have read all the pages 
 Thanks 
 The rightfull owner of purpler0ckofficial  — Preceding unsigned comment added by     
 {{unblock|I have learned my lesson and i was angry and will never do it again}} 

 : You need to request an unblock at ; see here for info on requesting to be unblocked.    
 *You beat me to the punch on the block. Glad to see you weren't really blocked, I was surprised to see your name at Category:Requests for unblock!    

 == Act neutrally == 

 I removed the sentence calling Nairs as dogs because it is taken from a well known anti-Nair source. There is not a single other source supporting that view. Why the hell you are acting in such a biased manner?    
 : You received a final warning for making a personal attack in an edit summary.  Anything remotely resembling an attack in the future will result in your account being blocked.    

 == Removed contribution == 

 Just curious as to why you removed my addition to the 'sexual positions' article? I know it was unsourced, but i have been looking for acceptable sources to add. also why did you say """"thanks for experimenting with wikipedia""""? although i rarely edit, i have been with wikipedia for 5 years, and was certainly not experimenting.     — Preceding unsigned comment added by   •    
 : I simply used the standard warning template, Template:uw-test1.    

 I dont understand, why did i get a warning?  
 : Because the addition was unsourced, and not even really a position.  The article is not an arbitrary list of every conceivable sex act. I'm not discussing it here further. Find a source or move on. [[User:Ohno",0
493a950983bc599c,"== Headline text == 

 u suck someone should kill u and burn ur body for the coal plants u fukin pollutr help ta fukin enviroment fr 1ce oky???",1
37389,I will fucking cut your heart out. I will set you on fire motherfucker.,1
121348,REDIRECT Talk:Sandy Collins (politician),0
c9f7c2ca6716ab13,"Fucker, I POSTED IT BECUASE I HATE YOU...I SAW THAT SHIT ON YOUR WILLIAM LYNCH ARTICLE...KEEP YOUR OPINION TO YOURSELF 

 I'll kill you. i know where ytou are",1
101173,"""

  The LGBT Barnstar Awarded because your a gay fag who won't stop whinning about animal shows or FredFredburger OR SOME SHIT LIKE THAT!!!.""",0
12761,"""
It says at the top: """"Unsourced or poorly sourced negative material about living persons should not be posted to articles or talk pages. If you find any, please remove it immediately"""" 
""",0
115393,"""

 Controlled-access highway 

Sadly, the page is frozen at the incorrect SPUI version, so my references are missing.  You'll need to look at my previous version.

Are we all agreed with the irrefutable fact that the Act specifies the Part II class to be named """"Controlled-access highway""""?  (by inspection)
 """,0
143260,"hi 

if you know clown will kill me guy then tell him that he is stupid, ugly, fat, gay, his mother's a whore, he smells like shit, he's an asshole, a bastard, and his little name just might be the gayest fucking thing i have ever heard. Hey and you are a faggot as well, so don't ever send me a message while i am editing pages again or i will rape your mother and kill you.",1
b1d2fdedcd560a64,"== Edit request on 7 July 2013 == 

  

 He recently moved to the United Kingdom with his girlfriend, as seen on youtu.be/ZuffWCjhxII",0
116204,"""

 YOU MOTHERFUCKER 

  YOU MOTHERFUCKER You're dead...enough said   """,1
419af283de2ea05b,"== Kyle, Texas == 

  Please stop. If you continue to vandalize Wikipedia, you will be blocked from editing.",0
ecb2c023c64b4dc6,":::That must've been it, and would explain why the error message said that the names were the same - oddly (and hopefully fixed soon) only admins can change the capitalisation of an article name.",0
88873,I'll attack you! 32.210.212.23,1
7216906aacfbd81e,", 21 August 2005 (UTC) 

 :You never pointed out what section of the article was copyvio'd. How are we supposed to figure out it was a copyvio if you don't show us how? Sorry for my mean remarks. Toothpaste is a great editor and I guess I was annoyed you accused her of a copyvio. Its also possible someone else who worked on the article had one it. I'm sorry,  22:39",0
12204,"Please stop making test edits to Wikipedia, as you did to Ryan Newman (actress) ‎ . It is considered vandalism, which, under Wikipedia policy, can lead to a loss of editing privileges. If you would like to experiment again, please use the sandbox.",0
2e6e6e554c02b4f8,""" 
 :No, I'm not. There isn't much to gain by cuing that guy either.   """,0
38be9d180067f620,if you revert my in-n-out changes again i will find you and kick your ass bitch,1
131512,"UNLIKE THE ANCIENT GREEKS, THE IDIOT WHO BLOCKED ME IS A MONGREL CREATED BY INTERBREEDING WITH THE TURKS. JUST ANOTHER GREEK FOOL WHO DOESN'T KNOW SHIT. 98.195.24.26",0
141913,"My Thoughts 

You're a jackass.

Does this look familiar to you? >Never mind the Chinese/Japanese crap, here are the Doobie Brothers.

Eat that up you pussy, and I hope you die",1
157428,"Ok.... 

Bitch i swear to God i will fuckin beat your face now itz n and poppin i swear i noe blodds crips and all dem niggaz start wit me again ya dumbass bitch i swear i will beat ur mutha fuckin brain in iight bitch get ba to ur hooked on phonics",1
68463,"queer 

wow ur so fucking gay u should go die",1
105548,"Rober pattinson 

Robert pattinson is sooooooooooo hot and is amazing in twilight!!",0
100463,"CHANCE 
I give chance for Nicholas Sparks' fans or the others to describe this page. Thank you.",0
faf16e70beacef4c,"== Reference desk crowd control == 

 Thanks for breaking up a potential riot.",0
40041,"HEY STAY THE FUCK OUT OF MY BUISNESS YOU JEWISH REDNECK MEXICAN FUCKER
I KILL YOU FUCKER STAY THE FUCK OUT OF MY BUISNESS",1
48517,Also sometimes i kill children,1
1154,"Foto 

Foto states: Carpatho-Rusyn sub-groups - Transcarpathian Rusyns in original goral folk-costumes from Maramureş. Photo: Village Mokre near Sanok (Poland). 2007. But why do they wear trousers sharovary of Ukranian Cossack??",0
50352,"You must be killed by me 

I support 影武者 forever!!!",1
126328,"Burn In Hell Paulley 
Every time I try to edit something, you delete it. You are not the only one who knows about wrestling, so fuck off you prick.  I hate you and would wish you nothing but death.",1
2cfbd3bcaeee7523,"== XXX ==  

 Just shut up all u people, you really seem to want to discuss this shit. DID u even see the video ? 
 Those sick fucks should be tortured in the most cruel way possible till the end off their days.",1
52494,"Intro paragraph about dimensional analysis 

I just tried to improve the intro paragraph about dimensional analysis, but I'm not sure I succeeded.  I thought the old one was a bit hard to follow, so I broke it down.",0
cf4c84e91665644e,"ConsFUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!F",1
46320,Stop editing Karlie's page before I kill you,1
26127,"I will not stop, who's wrong here is you, who is deleting information here is you, STOP.",0
107420,"THE GODS 

It's because I have sold my soul to the dark Lord, to whom I must always answer.

But thanks for the flowers )",0
c6dbe109f277aed3,"was blocked unjustly by dictator *ahem* Earl Andrew for pretty much ever (as far as I can tell) for adding a legitimate edit to the curling page - I added a victory of my friend Ben's Dad. What the hell is wrong with that. I don't understand what the f*ck this Curlbacca bullsh*t is. While you're unblocking me (thanks if you do so), give Earl a good hard kick in the stones for being a f*cking dictator and general jack*ss.",0
73939,"CaliforniaAliBaba is a Bitch
Go fuck yourself you bitch ass motherfucker. Don't you ever in your fucking life threatening me you fucking piece of shit you. You don't know me I will fucking kill your ass you punk pussy bitch. tell your mama to my black dick.",1
51019,"Jerk
Ill shwo you idiot! I will finish your life you idiot! For the last time! There is NO name to the Cathedral! That is it! Do uyou understand?",1
82824,"Stop being a shithead, or I will rip off your head and piss down your esophagus, mother fucker. We Came In?",1
cc27c692cb71184b,"T IS PEOPLE LIKE YOU THAT MAKE WIKIPEDIA HORRIBLE. BLOCKING SCHNITZELMANGREEK FOR NO REASON!GET A LIFE YOU LOSER OR I'L KILL YOU, YOU WIFE, AND CHILDREN!!!!BURN IN HELL!!I LIGHT YOUR CORPSE LIKE FIREWOOD!!BEWARE-YOU AND YOUR FAMILY. I DARE YOU TO TALK BACK TO ME AND SEE WHAT HAPPENS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!SO WHATS IT GOING TO BE!!!!!!!!!!!Fuckin Nigga'  
   +   
   + I managed to track your adderess and will hunt you down in your sleep. I WILL SHOOT YOU AND CUT YOUR CHILDREN UP!!!!!!!!!!! JUST, I DARE YOU TO TALK BACK TO ME OR BLOCK ME FOR DEATH THREATS!!!JUST SEE WHAT I'LL DO!!!!!!!!!!  
   +   
   + This isn't vandilism, its A SERIOUS DEATH THREAT!! UNBLOCK SchnitzelManGreek!!!! Get a life you loser or I'll kill you FUCKING BITCH!!!!!!!  

 T IS PEOPLE LIKE YOU THAT MAKE WIKIPEDIA HORRIBLE. BLOCKING SCHNITZELMANGREEK FOR NO REASON!GET A LIFE YOU LOSER OR I'L KILL YOU, YOU WIFE, AND CHILDREN!!!!BURN IN HELL!!I LIGHT YOUR CORPSE LIKE FIREWOOD!!BEWARE-YOU AND YOUR FAMILY. I DARE YOU TO TALK BACK TO ME AND SEE WHAT HAPPENS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!SO WHATS IT GOING TO BE!!!!!!!!!!!Fuckin Nigga'  
   +   
   + I managed to track your adderess and will hunt you down in your sleep. I WILL SHOOT YOU AND CUT YOUR CHILDREN UP!!!!!!!!!!! JUST, I DARE YOU TO TALK BACK TO ME OR BLOCK ME FOR DEATH THREATS!!!JUST SEE WHAT I'LL DO!!!!!!!!!!  
   +   
   + This isn't vandilism, its A SERIOUS DEATH THREAT!! UNBLOCK SchnitzelManGreek!!!! Get a life you loser or I'll kill you FUCKING BITCH!!!!!!!  

 T IS PEOPLE LIKE YOU THAT MAKE WIKIPEDIA HORRIBLE. BLOCKING SCHNITZELMANGREEK FOR NO REASON!GET A LIFE YOU LOSER OR I'L KILL YOU, YOU WIFE, AND CHILDREN!!!!BURN IN HELL!!I LIGHT YOUR CORPSE LIKE FIREWOOD!!BEWARE-YOU AND YOUR FAMILY. I DARE YOU TO TALK BACK TO ME AND SEE WHAT HAPPENS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!SO WHATS IT GOING TO BE!!!!!!!!!!!Fuckin Nigga'  
   +   
   + I managed to track your adderess and will hunt you down in your sleep. I WILL SHOOT YOU AND CUT YOUR CHILDREN UP!!!!!!!!!!! JUST, I DARE YOU TO TALK BACK TO ME OR BLOCK ME FOR DEATH THREATS!!!JUST SEE WHAT I'LL DO!!!!!!!!!!  
   +   
   + This isn't vandilism, its A SERIOUS DEATH THREAT!! UNBLOCK SchnitzelManGreek!!!! Get a life you loser or I'll kill you FUCKING BITCH!!!!!!!",1
f233e27bd9f4bbe8,I shall beat u to death with a pointed stick.,1
431ccbb3c1e2bcab,"Never mind, I just went and killed the bastard. Actually, once you learn to dodge the lightning he sends out periodically, its so easy! One just stands at the back, and keep spawning wolves at his feet! while he's occupied with them, just blast him with cold. As he picks off a wolf just keep spawning another and just chug that mana potion! He didn't even remove one health from me! The bad news though is that i'm now onto the next act which means you're way behind again.",1
32652,"why good sir? Why? 

You, sir, obviously do not comprehend the importance of no scopes. as a kind and generous wikipedian, take the time to understand the effect this article has on issues such as world hunger, which I hear Singapore has a lot of. By deleting this article, you are, in effect, fellating the proverbial penis of all that is evil. Why the fuck did you delete our goddamn article. Now my dreams, they are so lonely, as my article seems to be. Behind these blue eyes, i can see through your supposed good intentions, into the black soul that is your true self. My love for this article is vengance, that will not be free until i crush your soul and destroy any evidence of your pathetic presence on this earth. I hope you contract a foreign disease and your penis falls off, if you even have one. I will force your children into indentured servitude, and all of your lowly descendants will be cursed with abnormal navel hair growth forever. My angry, bloodthirsty army is waiting to beseige your house, and burn everything you have ever owned, until your physical being is engulfed by the black hole that is your perverted heart. I will also delete your slanderous works, and bring Singapore to a speedy, fiery deletion off of the face of the earth. I will not rest until complete vengance has been bought upon you, and the stairway to heaven crashes down upon you and your so called morales. God and Satan alike frown upon you from their thrones. Fuck you and all you stand for. You my good fellow are a Cunt and I hope you enjoy the rest of eternity in the fiery pits of hell. I hope that speedy death swarms about you like locusts, slowly devouring the very fabric of your being.",1
76038,"I am there but using IP cloaking software so that my position cannot be zeroed in upon by 'hostile forces.' the cloakedfake IP lists me as being somewhere in the US. 
24.210.221.242",0
36713,"You fucking piece of shit 

I'm going to hunt you down and murder you violently, you disgusting paki twat",1
faf54ad8704cfbaa,"EAT SHIT AND DIE YOU FAGGOT NAZI LOVING JEW HATING MOTHERFUCKER!!! I'LL MURDER YOU IN YOUR OWN HOME YOU FAGGOT!! I WILL FIND YOU, SLIT YOUR THROAT, DRINK YOUR BLOOD, PISS DOWN YOUR MOUTH, CUT YOUR LIVER OUT, COOK IT AND EAT IT FOR BREAKFAST, LUNCH AND DINER.  THEN I WILL FUCK YOUR MOM, DIG YOUR GRANDMOM UP FROM HER GRAVE AND FUCK HER IN HER ASS LIKE SHE COULDN'T GET IT FROM YOUR GRANDDAD.  I'LL DIG HIM UP TO, SIT HIM UP AND HE CAN WATCH ME ASS FUCK YOUR DEAD GRANNY!",1
fa6d4c57bcb74e7b,"== You are worthless == 

 You do not deserve to be alive",1
53149,"I will castrate you and roast your testicles 

Then I will feed them to you",1
59279,"JEW 

Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?",1
a70ed55b0ecdfb28,"== collect == 

 sorry if this goes unnoticed, but i thought you should know... 
 You are involved in a recently-filed request for arbitration. Please review the request at Wikipedia:Requests for arbitration#edit warring by collect and, if you wish to do so, enter your statement and any other material you wish to submit to the Arbitration Committee. Additionally, the following resources may be of use— 
 * Wikipedia:Requests for arbitration#Requesting Arbitration; 
 * Wikipedia:Arbitration guide. 

 Thanks,",0
d44aed23a468d2a9,knv knbkiv khbo bmbo k,0
28184,"Picka ti Machina 

Youve been reverted, so fuck ya back

How about you vandalise my page again, ill revert it, and get your good self blocked for an extended period of time. fuck you.

i'm gonna find ya, harass ya, then fuckin kill ya because you are a fuckin gross poofter.

210.49.8.230",1
9e069160cb8d6e68,"== KILL ALL NGIGERS  == 

 PROPOSAL KILL ALL NIGGERS",1
76317,Are you wikistalking me you fucking aspie? Either crawl back to your hugbox or hang yourself.,1
138330,Oh of fuck you asshole die im going to kill you  96.244.254.20,1
14887,"So you admit to forgetting about Melbourne existing in both Florida and Australia, thereby validating my edit as justified, but cos you're so quick to judge you still lay fault with me?  If you want a thing like wiki to become an open encyclopaedia for everyone and not just geeks, then ditch the attitude and processes cos who can be fucked learning them?",0
86224,. J Delanoys house is going to be fire bombed!!,1
115766,"IM GOING TO KILL YOU
YOU ARE WORTHLESS IM AM GOING TO KILL YOU AND BURN YOUR HOUSE DOWN BUT NOT BEFOR I HACK YOU LILLTE ACCOUNT AND TAKE YOUR LIVELIHOOD AWAY",1
84094,"Most and all is not different if you research (beyond YOURE CONSTANT GOOGLING) you will find that she did lip sync. I don't care whether Miley lip syncthe issue is that she lip sync during one performance and performed it during another. Under the lip sync article SO MANY OTHER ARTISTS are exposed as to  be lip syncing (WITHOUT SOURCES) so it hold that she lip sync during the parade.

Miley did not lip sync in the Macy Parade in 2009 in any case because SHE WAS NOTO PERFORMING.",0
140921,"well i can guarantee that brazil has more potential to be energy superpower that canada.recentily they discovery a biggest gas reserve in world in santos sao paulo and a big oil reserve too,and brasil has potential energy in other sources like hydroelectricity, have a  biggest reserve of uranium in world, believe or not, the future will be witness of brazil energy superpower and brazil superpower,and now start already!",0
148124,"PS: many weeds are redlinked too, if you wanna do your bit for the environemnt (says me who spends alot of time pulling out ^($###$@@ Madeira Vine)  (talk · contribs)",0
53841,"Wikistalking 

Unless you wish to be targeted yourself in a similar manner to Deskana I suggest to cease stalking me and reverting my edits at once",1
112767,"Stop blocking my usernames 

I am the username vandal. If you don't stop blocking my usernames I will find out where you live and hit you with railway sleepers. 213.205.234.222",1
22141,"I would quite strongly disagree, especially in this case. Not only is it a bad and dangerous precedent that we should not include well-sourced information, I would say that the splitups of the sources here make it all the more important that the information be included, anyone researching this will need it tied together. Leaving out the name would be like leaving out that it happened in Medicine Hat—we probably could still have something of an article, but it would be badly lacking and hamper those who wish to research further. The job of a reference work, first and foremost, is to facilitate research.  Talk to me",0
27ed55fcaacb77d4,"Hi! welcome to Wikipedia! 

 Hope you enjoy contributing to Wikipedia. Be bold in editing pages. Here are some links that you might find useful: 

 * Try the Tutorial. If you have less time, try Wikipedia:How to edit a page. 
 * To sign your posts (for eg. on talk pages) use  	 ~~~~ (four tildes). This will insert your name and timestamp. To insert just your name, type ~~~ (3 tildes). 
 * You can experiment in the Sandbox. 
 * For help, see Wikipedia:Where to ask a question. 
 * Some other pages that will help you know more about Wikipedia: Manual of Style and Wikipedia:Five pillars, Wikipedia:Neutral point of view, Wikipedia:Civility, Wikipedia:What Wikipedia is not 
 *You can contribute in many ways: write a great article, fight vandalism, upload pictures, perform maintainance tasks, contribute to existing projects. 

 I hope you stick around and keep contributing to Wikipedia. Drop us a note at Wikipedia:New user log.",0
62372,"Re: Wiki website 

A wiki website is basically any website in which users can edit the content freely. Of course, Wikipedia is one of these, and this is where it got its name from. For more information, see Wiki. Have a great day!

 | (Leave me a message!)",0
d37475c0667d2fd7,":::Agree on waiting for Kenatipo. 
 :::Note that WP:ELBURDEN recommends removal of disputed links until consensus is reached for their inclusion. That said, there are far more important disputes and problems to address than the external links, and other problems with the article will not be solved by changing external links, especially POV problems.",0
148260,That's fine! Thanks!,0
4733,"Why are you still here? Can you not find anything more important to do, like killing yourself?",1
6d6256a5cecc2bd9,":Hmphh - I had to look that one up myself just now. I guess they're assuming about someone else. ) Those bastards. ;) I really should flesh that out, add a few more potent acronyms, and show the tree structure properly. (Heh, that last bit is apropos to the RD right now)  
 :Feel free to help with it, hydnjo already semi-put it into projectspace, 'tis but a page move away! )",0
24616,dear omni looser stop editing my crap then die,1
101600,-good i hope you die inshallah,1
66edc99da4f5d9de,kill yourself,1
102993,"well, another proof that wikipedia is (over)run by jews 
...which correlates nicely with my personal experience and countless rumours.

For those jumpin' and screamin': look at your loan interest rates and their destination, look at Occupy Wall Street, look at whom you protect or who you are.  Think long and hard.

Linkdump:
 http://wikiscanner.virgil.gr/
 http://www.wired.com/threatlevel/2008/07/wikiscanner-cre/
 (forbes article removed already, web archive link
 http://tech.blorge.com/Structure:%20/2008/07/19/wikiwatcher-takes-a-closer-look-into-anonymous-wikipedia-edits/
 http://lealaabbott.com/wp/archives/15
 http://www.techdirt.com/articles/20080720/2035441742.shtml
 http://www.itproportal.com/2008/07/22/wikiscanner-guru-tackles-anonymous-wikipedia-edits/
 http://www.zdnet.com/blog/security/katie-moussouris-on-hope-2008-hope-springs-eternal/1587
 http://blogs.journalism.co.uk/2008/08/11/whos-behind-wikipedia-virgil-griffiths-wikiscanner-investigates/
 http://www.time.com/time/magazine/article/0,9171,1844545,00.html
 http://web.archive.org/web/20080919224915/http://blog.wired.com/27bstroke6/wikiwatch/
To sum it all up: you guys can decide that you don't need me, it's just fine since I don't need you.  But when you are blind enough to say that to the world, beware the world's answer.",0
00842d1024b19972,"== Bold textYOU SUCK!!! == 

  

 U SUCK HANNAH MONTANA",0
44364,"You suck! 

You suck! Go kill yourself",1
43342,EAT CRAP AND DIE!!!!!,1
74510,"""
@user:Wikih101 YEAH SURE!!
 | Talk  """,0
